Column1;Column2
9.023300826;-79.53161273
9.023300297;-79.53161234
9.023300412;-79.53161242
9.02330019;-79.53161226
9.023299466;-79.53161173
9.023299087;-79.53161146
9.023298884;-79.53161131
9.023298646;-79.53161114
9.023297306;-79.53161016
9.023296339;-79.53160945
9.023295165;-79.5316086
9.023293133;-79.53160711
9.023291886;-79.5316062
9.023290438;-79.53160515
9.023288473;-79.53160371
9.023287577;-79.53160306
9.023286794;-79.53160249
9.023285755;-79.53160173
9.023284095;-79.53160052
9.02328385;-79.53160034
9.023282471;-79.53159933
9.023281531;-79.53159865
9.023280709;-79.53159805
9.023279572;-79.53159722
9.023278531;-79.53159646
9.023276364;-79.53159488
9.023273725;-79.53159295
9.023274301;-79.53159337
9.023267775;-79.53158861
9.023266661;-79.5315878
9.023264131;-79.53158595
9.023262498;-79.53158476
9.023259828;-79.53158281
9.023258288;-79.53158169
9.023257052;-79.53158079
9.02325578;-79.53157986
9.023255182;-79.53157942
9.023254509;-79.53157893
9.023253373;-79.5315781
9.023251863;-79.531577
9.023249844;-79.53157553
9.023247729;-79.53157399
9.023246354;-79.53157298
9.023244079;-79.53157132
9.023244144;-79.53157137
9.023243248;-79.53157072
9.023241322;-79.53156931
9.02323965;-79.53156809
9.023239439;-79.53156794
9.023237377;-79.53156643
9.023234218;-79.53156413
9.023230737;-79.53156159
9.023230363;-79.53156132
9.023229116;-79.53156041
9.023227465;-79.5315592
9.023225784;-79.53155797
9.023227411;-79.53155916
9.023226439;-79.53155845
9.0232256;-79.53155784
9.023224873;-79.53155731
9.023223411;-79.53155624
9.023222228;-79.53155538
9.023221383;-79.53155476
9.023220983;-79.53155447
9.02321873;-79.53155283
9.023216296;-79.53155105
9.023215286;-79.53155031
9.023213178;-79.53154878
9.023211336;-79.53154743
9.023209414;-79.53154603
9.023208119;-79.53154509
9.023207881;-79.53154491
9.023207305;-79.53154449
9.023206779;-79.53154411
9.023206555;-79.53154394
9.023203516;-79.53154173
9.023202728;-79.53154115
9.023202382;-79.5315409
9.023201516;-79.53154027
9.023200206;-79.53153931
9.023199201;-79.53153858
9.023198268;-79.5315379
9.023197342;-79.53153722
9.023196072;-79.5315363
9.023194535;-79.53153518
9.023192678;-79.53153382
9.02319034;-79.53153211
9.023189204;-79.53153129
9.023187303;-79.5315299
9.023185818;-79.53152881
9.02318465;-79.53152796
9.023183195;-79.5315269
9.023178872;-79.53152375
9.023176336;-79.5315219
9.023174376;-79.53152047
9.023171971;-79.53151871
9.02316836;-79.53151608
9.023166334;-79.5315146
9.023165232;-79.53151379
9.023163605;-79.53151261
9.023161628;-79.53151117
9.023162275;-79.53151164
9.023159277;-79.53150945
9.023157785;-79.53150836
9.023156134;-79.53150716
9.023154644;-79.53150607
9.023153688;-79.53150537
9.023153374;-79.53150514
9.023152728;-79.53150467
9.023199994;-79.53153916
9.023199853;-79.53153905
9.023198893;-79.53153835
9.023197581;-79.5315374
9.023229416;-79.53156062
9.023229557;-79.53156073
9.023229046;-79.53156035
9.023227328;-79.5315591
9.023226171;-79.53155826
9.023225956;-79.5315581
9.023225273;-79.5315576
9.023224989;-79.53155739
9.023223975;-79.53155665
9.023223128;-79.53155604
9.023222636;-79.53155568
9.023222276;-79.53155542
9.023221578;-79.53155491
9.023220606;-79.5315542
9.02321947;-79.53155337
9.023218479;-79.53155264
9.023217661;-79.53155205
9.023216567;-79.53155125
9.0232151;-79.53155018
9.023212636;-79.53154838
9.02321074;-79.531547
9.023209652;-79.5315462
9.023208878;-79.53154564
9.023207913;-79.53154494
9.023205198;-79.53154295
9.023202807;-79.53154121
9.023201133;-79.53153999
9.023199697;-79.53153894
9.023198353;-79.53153796
9.023196069;-79.53153629
9.023193701;-79.53153457
9.023191117;-79.53153268
9.023189554;-79.53153154
9.023186998;-79.53152968
9.023185053;-79.53152826
9.023182531;-79.53152642
9.023181249;-79.53152548
9.02318031;-79.5315248
9.023178968;-79.53152382
9.023177305;-79.5315226
9.023175555;-79.53152133
9.023173924;-79.53152014
9.023172322;-79.53151897
9.023171581;-79.53151843
9.023170609;-79.53151772
9.023169363;-79.53151681
9.02316672;-79.53151488
9.023166068;-79.5315144
9.02316459;-79.53151333
9.02316317;-79.53151229
9.023161681;-79.5315112
9.023160898;-79.53151063
9.023159872;-79.53150988
9.023158595;-79.53150895
9.023157323;-79.53150802
9.023156142;-79.53150716
9.023155549;-79.53150673
9.023401514;-79.53168619
9.023400897;-79.53168574
9.023400392;-79.53168537
9.023400327;-79.53168532
9.023407933;-79.53169087
9.023408217;-79.53169108
9.023413208;-79.53169472
9.02341312;-79.53169466
9.023412556;-79.53169424
9.023411208;-79.53169326
9.023410109;-79.53169246
9.023408435;-79.53169124
9.023406742;-79.53169
9.023405037;-79.53168876
9.023403301;-79.53168749
9.023401106;-79.53168589
9.023399931;-79.53168503
9.023398524;-79.53168401
9.02339746;-79.53168323
9.023395993;-79.53168216
9.023394204;-79.53168086
9.02339307;-79.53168003
9.023391252;-79.5316787
9.023389125;-79.53167715
9.023387527;-79.53167598
9.023386303;-79.53167509
9.023385174;-79.53167427
9.023383903;-79.53167334
9.023382072;-79.531672
9.023380266;-79.53167069
9.023379291;-79.53166997
9.023377906;-79.53166896
9.023376404;-79.53166787
9.023375234;-79.53166701
9.023374106;-79.53166619
9.023372324;-79.53166489
9.023370799;-79.53166378
9.023369326;-79.5316627
9.02336761;-79.53166145
9.02336549;-79.53165991
9.023363132;-79.53165818
9.023360573;-79.53165632
9.023359236;-79.53165534
9.023357876;-79.53165435
9.023356617;-79.53165343
9.023355102;-79.53165233
9.023354306;-79.53165175
9.023352924;-79.53165074
9.023351373;-79.53164961
9.023350084;-79.53164866
9.023348908;-79.53164781
9.023347779;-79.53164698
9.023346229;-79.53164585
9.023344982;-79.53164494
9.023343805;-79.53164408
9.023342112;-79.53164285
9.023340597;-79.53164174
9.02333913;-79.53164067
9.023337532;-79.53163951
9.02333619;-79.53163853
9.023334853;-79.53163755
9.023333029;-79.53163622
9.023331865;-79.53163537
9.023330872;-79.53163465
9.023329774;-79.53163385
9.023328514;-79.53163293
9.023327398;-79.53163211
9.023326929;-79.53163177
9.023325943;-79.53163105
9.02332504;-79.53163039
9.023324488;-79.53162999
9.023324096;-79.5316297
9.023322837;-79.53162879
9.023322225;-79.53162834
9.023321423;-79.53162775
9.023320906;-79.53162738
9.023320518;-79.53162709
9.023319716;-79.53162651
9.023319615;-79.53162643
9.023319109;-79.53162607
9.023317742;-79.53162507
9.023316594;-79.53162423
9.023315702;-79.53162358
9.02331427;-79.53162253
9.023313141;-79.53162171
9.023311441;-79.53162047
9.023310169;-79.53161954
9.023308577;-79.53161838
9.023306972;-79.53161721
9.023306026;-79.53161652
9.0233054;-79.53161606
9.023304164;-79.53161516
9.023303231;-79.53161448
9.023301972;-79.53161356
9.02330069;-79.53161263
9.023298956;-79.53161136
9.023296963;-79.53160991
9.023295651;-79.53160895
9.023294148;-79.53160785
9.023293197;-79.53160716
9.023291936;-79.53160624
9.023290804;-79.53160541
9.023290109;-79.53160491
9.023289354;-79.53160436
9.023288497;-79.53160373
9.023287469;-79.53160298
9.023285164;-79.5316013
9.023284439;-79.53160077
9.023282899;-79.53159965
9.023282009;-79.531599
9.023280958;-79.53159823
9.023279568;-79.53159722
9.023277869;-79.53159598
9.023276427;-79.53159492
9.023274776;-79.53159372
9.02327303;-79.53159245
9.023271099;-79.53159104
9.023269797;-79.53159009
9.023267915;-79.53158871
9.023266229;-79.53158748
9.023264578;-79.53158628
9.023263462;-79.53158546
9.023261964;-79.53158437
9.023261518;-79.53158405
9.023260716;-79.53158346
9.023259688;-79.53158271
9.023258363;-79.53158174
9.023256723;-79.53158055
9.023255594;-79.53157972
9.023254501;-79.53157893
9.023253753;-79.53157838
9.023253206;-79.53157798
9.023252208;-79.53157725
9.023251487;-79.53157673
9.023249372;-79.53157518
9.023247053;-79.53157349
9.023245436;-79.53157231
9.023243842;-79.53157115
